Fight_ID,R_fighter,B_fighter,Winner,title_bout,B_current_streak,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_landed,B_total_time_fought(seconds),B_Stance,B_Height_cms,B_Reach_cms,R_streak,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_landed,R_total_time_fought(seconds),R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age,R_Record,B_Record,B_Takedown_Diff,R_Takedown_Diff
1251,Cole Miller,Dan Lauzon,Red,FALSE,-1,8,13,278,Orthodox,177.8,,-1,14.66666667,19.16666667,462.6666667,Orthodox,185.42,187.96,21,25,,,,
1250,Mark Munoz,Ryan Jensen,Red,FALSE,1,13,7,261.75,Orthodox,185.42,193.04,1,33.5,30.5,566.5,Orthodox,182.88,182.88,32,31,,,,
1249,Jake Ellenberger,Mike Pyle,Red,FALSE,1,6.5,11.5,460.5,Orthodox,182.88,187.96,-1,28,27,900,Orthodox,175.26,180.34,34,24,,,,
1248,Rafaello Oliveira,John Gunderson,Red,FALSE,0,,,,Orthodox,175.26,175.26,-1,29,67,900,Orthodox,172.72,180.34,30,27,,,,
1247,BJ Penn,Diego Sanchez,Red,TRUE,4,35.66666667,18.91666667,676.6666667,Southpaw,177.8,182.88,1,36.66666667,26.53333333,743.5333333,Orthodox,175.26,177.8,27,30,,,,
1246,Frank Mir,Cheick Kongo,Red,FALSE,-1,36.2,15.1,594.5,Orthodox,193.04,208.28,-1,10.92857143,16.07142857,244.7142857,Southpaw,190.5,200.66,34,30,,,,
1245,Jon Fitch,Mike Pierce,Red,FALSE,1,27,11,900,Orthodox,172.72,177.8,2,30.81818182,21.18181818,811.4545455,Orthodox,182.88,193.04,29,31,,,,
1244,Kenny Florian,Clay Guida,Red,FALSE,-1,35.33333333,36,765.3333333,Orthodox,170.18,177.8,-1,23.75,18,562.25,Southpaw,177.8,187.96,28,33,,,,
1243,Stefan Struve,Paul Buentello,Red,FALSE,1,23,13.75,229,Orthodox,187.96,195.58,2,5.333333333,12,251.6666667,Orthodox,210.82,213.36,35,21,,,,
1242,Alan Belcher,Wilson Gouveia,Red,FALSE,-1,19.11111111,27.66666667,423.5555556,Orthodox,185.42,193.04,-1,27.11111111,29,590.3333333,Orthodox,187.96,185.42,31,25,,,,
1241,Matt Wiman,Shane Nelson,Red,FALSE,-1,14.33333333,25,614.6666667,Southpaw,175.26,177.8,-2,25.71428571,28.57142857,546.4285714,Orthodox,177.8,172.72,25,26,,,,
1240,Johny Hendricks,Ricardo Funch,Red,FALSE,0,,,,Southpaw,177.8,193.04,1,7,2,29,Southpaw,175.26,175.26,29,26,,,,
1239,Rousimar Palhares,Lucio Linhares,Red,FALSE,0,,,,Orthodox,187.96,,1,15,16.66666667,652,Orthodox,172.72,180.34,36,29,,,,
1238,DaMarques Johnson,Edgar Garcia,Red,FALSE,-1,39,66,900,Orthodox,177.8,180.34,-1,13,17,294,Orthodox,185.42,190.5,25,27,,,,
1237,TJ Grant,Kevin Burns,Red,FALSE,-2,32.75,49.75,718.25,Orthodox,177.8,187.96,-1,28,30,900,Orthodox,177.8,182.88,29,25,,,,
1236,Roy Nelson,Brendan Schaub,Red,TRUE,0,,,,Orthodox,193.04,198.12,0,,,,Orthodox,182.88,182.88,26,33,,,,
1235,Matt Hamill,Jon Jones,Red,FALSE,3,37.33333333,27.33333333,754.3333333,Orthodox,193.04,213.36,2,29.875,28.625,502.875,Orthodox,185.42,193.04,22,33,,,,
1234,Kevin Ferguson,Houston Alexander,Red,FALSE,-3,9.8,11,123,Orthodox,182.88,182.88,0,,,,Orthodox,187.96,,37,35,,,,
1233,Frankie Edgar,Matt Veach,Red,FALSE,1,12,29,274,Orthodox,180.34,,2,49.5,19,799.1666667,Orthodox,167.64,172.72,28,28,,,,
1232,Matt Mitrione,Marcus Jones,Red,FALSE,0,,,,Orthodox,198.12,,0,,,,Switch,190.5,200.66,36,31,,,,
1231,James McSweeney,Darrill Schoonover,Red,FALSE,0,,,,Orthodox,187.96,,0,,,,Switch,193.04,195.58,24,29,,,,
1230,Jon Madsen,Justin Wren,Red,FALSE,0,,,,Orthodox,187.96,,0,,,,Orthodox,182.88,182.88,22,29,,,,
1229,Brian Stann,Rodney Wallace,Red,FALSE,0,,,,Switch,175.26,182.88,1,26,19,566.5,Orthodox,185.42,187.96,28,29,,,,
1228,John Howard,Dennis Hallman,Red,FALSE,-3,7,24.75,668.75,Orthodox,175.26,182.88,2,20,28,900,Orthodox,170.18,180.34,34,26,,,,
1227,Mark Bocek,Joe Brammer,Red,FALSE,0,,,,Orthodox,172.72,,2,19,21.6,623.2,Orthodox,172.72,190.5,26,28,,,,
1226,Forrest Griffin,Tito Ortiz,Red,FALSE,-3,27.47619048,18.85714286,688.2857143,Orthodox,190.5,187.96,-2,53.45454545,33.90909091,689.3636364,Orthodox,190.5,195.58,34,30,,,,
1225,Josh Koscheck,Anthony Johnson,Red,FALSE,3,22.42857143,11.42857143,330.2857143,Orthodox,187.96,198.12,1,17.6,14.66666667,527.6,Orthodox,177.8,185.42,25,31,,,,
1224,Paulo Thiago,Jacob Volkmann,Red,FALSE,0,,,,Southpaw,175.26,180.34,-1,6,11.5,554.5,Orthodox,180.34,185.42,29,28,,,,
1223,Rogerio Nogueira,Luiz Cane,Red,FALSE,3,38,27.5,423.25,Southpaw,187.96,195.58,0,,,,Southpaw,187.96,190.5,28,33,,,,
1222,Amir Sadollah,Phil Baroni,Red,FALSE,-4,23.875,30,579.75,Orthodox,175.26,182.88,-1,2,6.5,105.5,Orthodox,177.8,187.96,33,29,,,,
1221,Ben Saunders,Marcus Davis,Red,FALSE,-1,24.36363636,20,516.2727273,Southpaw,177.8,177.8,-1,29.5,8.5,496,Orthodox,187.96,195.58,36,26,,,,
1220,Kendall Grove,Jake Rosholt,Red,FALSE,1,11.5,8,376.5,Orthodox,185.42,,-1,23.125,20.625,497.25,Orthodox,198.12,200.66,27,27,,,,
1219,Brian Foster,Brock Larson,Red,FALSE,-1,12.8,13.8,601.4,Southpaw,180.34,180.34,-1,6,18,369,Orthodox,175.26,180.34,32,25,,,,
1218,Caol Uno,Fabricio Camoes,Draw,FALSE,0,,,,Orthodox,177.8,185.42,-3,29,28.375,785.625,Southpaw,170.18,177.8,30,34,,,,
1217,George Sotiropoulos,Jason Dent,Red,FALSE,1,21.33333333,43.66666667,695.3333333,Orthodox,177.8,180.34,3,12.33333333,2.333333333,319.6666667,Orthodox,177.8,180.34,29,32,,,,
1216,Randy Couture,Brandon Vera,Red,FALSE,2,31.1,23.4,508.2,Orthodox,190.5,193.04,-2,34.1,17.2,753.85,Orthodox,185.42,190.5,32,46,,,,
1215,Dan Hardy,Mike Swick,Red,FALSE,4,19.5,16.1,447,Orthodox,185.42,195.58,3,30,25.66666667,623,Orthodox,182.88,187.96,30,27,,,,
1214,Michael Bisping,Denis Kang,Red,FALSE,1,28.5,16,738,Orthodox,180.34,195.58,-1,37.66666667,20.66666667,548.8888889,Orthodox,185.42,190.5,32,30,,,,
1213,Matt Brown,James Wilks,Red,FALSE,1,17,13,294,Orthodox,185.42,190.5,2,29.75,13.25,467.25,Orthodox,182.88,190.5,31,28,,,,
1212,Ross Pearson,Aaron Riley,Red,FALSE,1,43.2,38.4,608.8,Southpaw,172.72,175.26,1,74,46,900,Orthodox,172.72,175.26,28,25,,,,
1211,John Hathaway,Paul Taylor,Red,FALSE,1,52.16666667,49.16666667,748.5,Orthodox,182.88,182.88,2,24.5,10.5,588,Orthodox,185.42,190.5,29,22,,,,
1210,Terry Etim,Shannon Gugerty,Red,FALSE,1,10.66666667,11.66666667,401.6666667,Orthodox,177.8,180.34,3,26.83333333,23,626,Orthodox,185.42,185.42,27,23,,,,
1209,Nick Osipczak,Matthew Riddle,Red,FALSE,3,51.66666667,20.33333333,900,Southpaw,185.42,187.96,1,14,8,220,Orthodox,187.96,193.04,23,24,,,,
1208,Dennis Siver,Paul Kelly,Red,FALSE,2,44,30,784,Orthodox,175.26,177.8,2,17,16.5,411.5,Orthodox,167.64,177.8,25,30,,,,
1207,Alexander Gustafsson,Jared Hamman,Red,FALSE,0,,,,Orthodox,190.5,190.5,0,,,,Orthodox,195.58,200.66,27,22,,,,
1206,Andre Winner,Rolando Delgado,Red,FALSE,-1,14.5,16.5,669,Orthodox,190.5,195.58,-1,46,74,900,Orthodox,180.34,185.42,27,28,,,,
1205,Lyoto Machida,Mauricio Rua,Red,TRUE,2,37.66666667,35,676.3333333,Orthodox,185.42,193.04,7,44.71428571,8.857142857,713.7142857,Southpaw,185.42,187.96,27,31,,,,
1204,Cain Velasquez,Ben Rothwell,Red,FALSE,0,,,,Orthodox,193.04,198.12,4,44.25,7.5,401.5,Orthodox,185.42,195.58,28,27,,,,
1203,Gleison Tibau,Josh Neer,Red,FALSE,-1,29.88888889,29.66666667,674.7777778,Orthodox,180.34,182.88,-1,12,18.11111111,645.6666667,Southpaw,177.8,180.34,26,26,,,,
1202,Joe Stevenson,Spencer Fisher,Red,FALSE,3,36.09090909,29.63636364,676.6363636,Southpaw,170.18,177.8,1,20.63636364,24.72727273,592.3636364,Orthodox,170.18,177.8,33,27,,,,
1201,Anthony Johnson,Yoshiyuki Yoshida,Red,FALSE,1,3.666666667,3,111.6666667,Southpaw,180.34,177.8,2,24.5,13.33333333,378.5,Orthodox,187.96,198.12,35,25,,,,
1200,Ryan Bader,Eric Schafer,Red,FALSE,2,13.8,13.2,277,Orthodox,190.5,190.5,2,19.5,6.5,519,Orthodox,187.96,187.96,32,26,,,,
1199,Pat Barry,Antoni Hardonk,Red,FALSE,-1,20.71428571,18.28571429,374.5714286,Orthodox,193.04,198.12,-1,4.5,0,129,Orthodox,180.34,187.96,33,30,,,,
1198,Chael Sonnen,Yushin Okami,Red,FALSE,3,29.625,21.125,815.375,Southpaw,187.96,190.5,1,17.4,7.2,542.8,Southpaw,185.42,187.96,28,32,,,,
1197,Jorge Rivera,Rob Kimmons,Red,FALSE,1,5.333333333,3,146.3333333,Orthodox,177.8,185.42,1,24.4,14.7,419.2,Orthodox,185.42,185.42,28,37,,,,
1196,Kyle Kingsbury,Razak Al-Hassan,Red,FALSE,-1,13,15,244,Orthodox,187.96,,-1,10,14,900,Orthodox,193.04,193.04,27,27,,,,
1195,Stefan Struve,Chase Gormley,Red,FALSE,0,,,,Orthodox,190.5,,1,2,14,255.5,Orthodox,210.82,213.36,,21,,,,
1194,Vitor Belfort,Rich Franklin,Red,FALSE,1,44.06666667,18.2,608.6666667,Southpaw,185.42,190.5,-2,9.636363636,14.63636364,342.8181818,Southpaw,182.88,187.96,34,32,,,,
1193,Junior Dos Santos,Mirko Cro Cop,Red,FALSE,1,13,23.5,412.5,Southpaw,187.96,185.42,2,9.5,3,67.5,Orthodox,193.04,195.58,35,25,,,,
1192,Paul Daley,Martin Kampmann,Red,FALSE,2,28.42857143,18.57142857,422.8571429,Orthodox,182.88,182.88,0,,,,Orthodox,175.26,193.04,27,26,,,,
1191,Josh Koscheck,Frank Trigg,Red,FALSE,-2,13.4,8.6,282.8,Southpaw,175.26,180.34,-1,18.21428571,15.64285714,559.2142857,Orthodox,177.8,185.42,37,31,,,,
1190,Tyson Griffin,Hermes Franca,Red,FALSE,1,24.7,32.8,846.7,Orthodox,167.64,180.34,1,51.5,32.375,801.25,Orthodox,167.64,172.72,35,25,,,,
1189,Efrain Escudero,Cole Miller,Red,FALSE,2,16.4,21,512,Orthodox,185.42,187.96,1,27,20,900,Orthodox,175.26,177.8,25,23,,,,
1188,Tomasz Drwal,Drew McFedries,Red,FALSE,1,11.375,8.125,112.625,Southpaw,182.88,182.88,2,28,18,324.3333333,Orthodox,185.42,193.04,31,27,,,,
1187,Jim Miller,Steve Lopez,Red,FALSE,0,,,,Orthodox,180.34,,1,34.5,21,874.75,Southpaw,172.72,180.34,25,26,,,,
1186,Nik Lentz,Rafaello Oliveira,Red,FALSE,0,,,,Orthodox,172.72,180.34,0,,,,Orthodox,172.72,172.72,27,25,,,,
1185,Rick Story,Brian Foster,Red,FALSE,0,,,,Orthodox,175.26,180.34,-1,21,31,900,Southpaw,175.26,180.34,25,25,,,,
1184,Eliot Marshall,Jason Brilz,Red,FALSE,2,34,15.5,687,Orthodox,180.34,180.34,2,26,17.5,493.5,Orthodox,187.96,195.58,34,29,,,,
1183,Vladimir Matyushenko,Igor Pokrajac,Red,FALSE,0,,,,Orthodox,182.88,193.04,-1,17.8,17.2,733.8,Orthodox,182.88,187.96,30,38,,,,
1182,Rafael Dos Anjos,Rob Emerson,Red,FALSE,-1,27,23.25,436.25,Orthodox,175.26,177.8,-2,17.5,45.5,769.5,Southpaw,172.72,177.8,28,24,,,,
1181,Nate Diaz,Melvin Guillard,Red,FALSE,2,11.125,5,304.5,Orthodox,175.26,172.72,-2,16.57142857,21,567.8571429,Southpaw,182.88,193.04,26,24,,,,
1180,Gray Maynard,Roger Huerta,Red,FALSE,-1,41.85714286,27.14285714,655.7142857,Orthodox,175.26,177.8,5,21.16666667,12.83333333,658,Orthodox,175.26,177.8,26,30,,,,
1179,Carlos Condit,Jake Ellenberger,Red,FALSE,0,,,,Orthodox,175.26,180.34,-1,35,26,900,Orthodox,187.96,190.5,24,25,,,,
1178,Nate Quarry,Tim Credeur,Red,FALSE,3,26.66666667,16.66666667,413,Orthodox,190.5,190.5,1,28.25,12.375,296.75,Open Stance,182.88,182.88,32,37,,,,
1177,Brian Stann,Steve Cantwell,Red,FALSE,-1,42,50,572,Orthodox,187.96,190.5,-1,8,3,233,Orthodox,185.42,187.96,22,28,,,,
1176,Mike Pyle,Chris Wilson,Red,FALSE,-1,38,22,900,Orthodox,185.42,190.5,-1,1,4,186,Orthodox,182.88,187.96,32,33,,,,
1175,CB Dollaway,Jay Silva,Red,FALSE,0,,,,Southpaw,187.96,,-1,5,2.25,164,Orthodox,187.96,193.04,,26,,,,
1174,Jeremy Stephens,Justin Buchholz,Red,FALSE,-1,16.66666667,22.33333333,390.3333333,Orthodox,182.88,185.42,-2,24.28571429,15.57142857,710,Orthodox,172.72,180.34,26,23,,,,
1173,Mike Pierce,Brock Larson,Red,FALSE,3,13.25,10.5,526.75,Southpaw,180.34,180.34,0,,,,Orthodox,172.72,177.8,32,29,,,,
1172,Ryan Jensen,Steve Steinbeiss,Red,FALSE,0,,,,Orthodox,190.5,190.5,-3,14.33333333,7,270.3333333,Orthodox,185.42,193.04,28,31,,,,
1171,Minotauro Nogueira,Randy Couture,Red,FALSE,-1,33.68421053,16.68421053,746.1578947,Orthodox,185.42,190.5,-1,31,40.33333333,667.3333333,Orthodox,190.5,195.58,46,33,,,,
1170,Thiago Silva,Keith Jardine,Red,FALSE,-1,45.5,29.6,627.3,Orthodox,187.96,193.04,-1,18.4,15.4,255.4,Orthodox,187.96,187.96,33,26,,,,
1169,Jake Rosholt,Chris Leben,Red,FALSE,-1,25.08333333,22,497,Southpaw,180.34,187.96,-1,2,2,63,Orthodox,185.42,,29,27,,,,
1168,Nate Marquardt,Demian Maia,Red,FALSE,5,11.2,6.4,332.2,Southpaw,185.42,182.88,2,32.44444444,12.88888889,614.7777778,Orthodox,182.88,187.96,31,30,,,,
1167,Brandon Vera,Krzysztof Soszynski,Red,FALSE,3,13.33333333,10.66666667,312.3333333,Open Stance,185.42,195.58,1,27.66666667,21.44444444,464.6666667,Orthodox,190.5,193.04,32,31,,,,
1166,Aaron Simpson,Ed Herman,Red,FALSE,1,29.5,15.25,571.5,Orthodox,185.42,195.58,1,16,1,100,Orthodox,182.88,185.42,28,35,,,,
1165,Gabriel Gonzaga,Chris Tuchscherer,Red,FALSE,0,,,,Orthodox,187.96,193.04,-1,12.77777778,16,357.1111111,Orthodox,187.96,193.04,33,30,,,,
1164,Mike Russow,Justin McCully,Red,FALSE,1,21,24.66666667,639,Orthodox,185.42,185.42,0,,,,Orthodox,185.42,185.42,33,32,,,,
1163,Todd Duffee,Tim Hague,Red,FALSE,1,0,3,102,Orthodox,193.04,193.04,0,,,,Orthodox,190.5,200.66,26,23,,,,
1162,Mark Munoz,Nick Catone,Red,FALSE,-1,20,5.5,450,Southpaw,182.88,182.88,-1,14,23,233,Orthodox,182.88,182.88,27,31,,,,
1161,Evan Dunham,Marcus Aurelio,Red,FALSE,-2,25.2,40.4,597,Orthodox,177.8,187.96,1,13,9,133,Southpaw,177.8,177.8,36,27,,,,
1160,BJ Penn,Kenny Florian,Red,TRUE,6,24.18181818,14.45454545,510.2727273,Southpaw,177.8,187.96,-1,35.21428571,27.07142857,715.6428571,Orthodox,175.26,177.8,33,30,,,,
1159,Anderson Silva,Forrest Griffin,Red,FALSE,-1,58.5,36,738,Orthodox,190.5,195.58,9,32.11111111,10,456.4444444,Southpaw,187.96,195.58,30,34,,,,
1158,Aaron Riley,Shane Nelson,Red,FALSE,2,7.5,12.5,472,Southpaw,175.26,177.8,-1,41.5,41,536,Southpaw,172.72,175.26,24,28,,,,
1157,Johny Hendricks,Amir Sadollah,Red,FALSE,1,2,6,182,Orthodox,177.8,187.96,0,,,,Southpaw,175.26,175.26,28,25,,,,
1156,Ricardo Almeida,Kendall Grove,Red,FALSE,2,22.85714286,18.14285714,439.7142857,Orthodox,198.12,200.66,1,16,13.16666667,566,Orthodox,182.88,187.96,26,32,,,,
1155,Kurt Pellegrino,Josh Neer,Red,FALSE,1,30.625,30.75,646.625,Orthodox,180.34,182.88,2,22.625,14.5,522.125,Orthodox,172.72,177.8,26,30,,,,
1154,John Howard,Tamdan McCrory,Red,FALSE,1,18.4,13.4,455.4,Switch,193.04,198.12,1,21,45,900,Orthodox,170.18,180.34,22,26,,,,
1153,Alessio Sakara,Thales Leites,Red,FALSE,-1,20.14285714,35.42857143,676.4285714,Orthodox,185.42,198.12,1,20.44444444,10.55555556,237.2222222,Orthodox,182.88,182.88,27,27,,,,
1152,Matthew Riddle,Dan Cramer,Red,FALSE,1,24,16,900,Orthodox,187.96,,2,54,28,900,Southpaw,185.42,187.96,23,23,,,,
1151,George Sotiropoulos,George Roop,Red,FALSE,1,41.5,30,900,Orthodox,185.42,182.88,2,11.5,1,270,Orthodox,177.8,180.34,27,32,,,,
1150,Jesse Lennox,Danillo Villefort,Red,FALSE,0,,,,Orthodox,185.42,,0,,,,Orthodox,175.26,182.88,26,27,,,,
1149,Jon Fitch,Paulo Thiago,Red,FALSE,1,7,8,209,Orthodox,180.34,185.42,1,32.4,22.8,802.6,Orthodox,182.88,193.04,28,31,,,,
1148,Brock Lesnar,Frank Mir,Red,TRUE,3,11.46153846,13.69230769,232.1538462,Southpaw,190.5,200.66,2,30.66666667,7.333333333,492.3333333,Orthodox,190.5,205.74,30,31,,,,
1147,Georges St-Pierre,Thiago Alves,Red,TRUE,7,29.27272727,19.36363636,498.0909091,Orthodox,175.26,177.8,5,47.42857143,12.78571429,656.5714286,Orthodox,180.34,193.04,25,28,,,,
1146,Dan Henderson,Michael Bisping,Red,FALSE,3,39.625,19.625,555,Orthodox,185.42,190.5,2,36.16666667,40.5,948.6666667,Orthodox,180.34,187.96,30,38,,,,
1145,Yoshihiro Akiyama,Alan Belcher,Red,FALSE,2,21,25.75,551.625,Orthodox,187.96,185.42,0,,,,Orthodox,177.8,185.42,25,33,,,,
1144,Mark Coleman,Stephan Bonnar,Red,FALSE,-1,28.55555556,36.44444444,696.7777778,Orthodox,193.04,198.12,-4,21.3,16.4,543.3,Orthodox,185.42,190.5,32,44,,,,
1143,Jim Miller,Mac Danzig,Red,FALSE,-2,31.25,28.75,591.25,Orthodox,172.72,177.8,-1,33.66666667,21.33333333,866.3333333,Southpaw,172.72,180.34,29,25,,,,
1142,Jon Jones,Jake O'Brien,Red,FALSE,1,13.5,18.33333333,621.8333333,Orthodox,190.5,193.04,2,43.5,35.5,900,Orthodox,193.04,213.36,24,21,,,,
1141,Dong Hyun Kim,TJ Grant,Red,FALSE,1,34,31,900,Orthodox,177.8,182.88,-1,36,24.66666667,808.3333333,Southpaw,187.96,193.04,25,27,,,,
1140,Tom Lawlor,CB Dollaway,Red,FALSE,2,6.333333333,3,200.3333333,Orthodox,187.96,193.04,1,14,10,900,Southpaw,182.88,187.96,25,26,,,,
1139,Shannon Gugerty,Matt Grice,Red,FALSE,-1,33,9,487.3333333,Orthodox,172.72,177.8,-1,15.5,15.5,524.5,Orthodox,177.8,180.34,27,27,,,,
1138,Diego Sanchez,Clay Guida,Red,FALSE,3,36.125,32,748.5,Orthodox,170.18,177.8,3,32.72727273,18,656.3636364,Southpaw,177.8,182.88,27,27,,,,
1137,James Wilks,DaMarques Johnson,Red,TRUE,0,,,,Orthodox,185.42,190.5,0,,,,Orthodox,185.42,190.5,26,31,,,,
1136,Chris Lytle,Kevin Burns,Red,FALSE,-1,20.66666667,32.66666667,657.6666667,Orthodox,177.8,187.96,-1,28,26.5,634.2857143,Orthodox,180.34,172.72,29,34,,,,
1135,Ross Pearson,Andre Winner,Red,TRUE,0,,,,Orthodox,180.34,185.42,0,,,,Orthodox,172.72,175.26,27,24,,,,
1134,Joe Stevenson,Nate Diaz,Red,FALSE,-1,18.33333333,20,512.5,Southpaw,182.88,193.04,-2,20,26.6,561.6,Orthodox,170.18,177.8,24,27,,,,
1133,Melvin Guillard,Gleison Tibau,Red,FALSE,2,11.75,18.75,613.875,Southpaw,177.8,180.34,1,10.85714286,3.714285714,219.4285714,Orthodox,175.26,172.72,25,26,,,,
1132,Brad Blackburn,Edgar Garcia,Red,FALSE,0,,,,Orthodox,177.8,180.34,2,66,36,674.5,Orthodox,177.8,185.42,25,32,,,,
1131,Tomasz Drwal,Mike Ciesnolevicz,Red,FALSE,1,0,0,63,Orthodox,182.88,,1,28.5,25.5,342.5,Orthodox,185.42,193.04,29,27,,,,
1130,Nick Osipczak,Frank Lester,Red,FALSE,0,,,,Orthodox,180.34,,0,,,,Orthodox,187.96,193.04,25,24,,,,
1129,Jason Dent,Cameron Dollar,Red,FALSE,0,,,,Orthodox,180.34,,-2,25,53.5,900,Orthodox,177.8,180.34,22,29,,,,
1128,Rich Franklin,Wanderlei Silva,Red,FALSE,-1,16.33333333,16.83333333,475.6666667,Orthodox,180.34,187.96,-1,43.5,16.78571429,587.8571429,Southpaw,185.42,190.5,32,34,,,,
1127,Cain Velasquez,Cheick Kongo,Red,FALSE,3,37.88888889,13.55555556,560.5555556,Orthodox,193.04,208.28,3,49.33333333,3,235.3333333,Orthodox,185.42,195.58,34,26,,,,
1126,Mirko Cro Cop,Mostapha Al-Turk,Red,FALSE,-1,4,34,277,Orthodox,187.96,195.58,-2,12,29,488,Southpaw,187.96,185.42,35,34,,,,
1125,Mike Swick,Ben Saunders,Red,FALSE,3,33.66666667,8,485.6666667,Orthodox,187.96,195.58,3,20.55555556,16,438.1111111,Orthodox,185.42,195.58,26,29,,,,
1124,Spencer Fisher,Caol Uno,Red,FALSE,-2,29.71428571,23.57142857,769.2857143,Southpaw,170.18,177.8,2,33.5,30.2,654.3,Southpaw,170.18,177.8,34,33,,,,
1123,Dan Hardy,Marcus Davis,Red,FALSE,2,24.9,19.2,477.9,Southpaw,177.8,177.8,2,31,29,484.5,Orthodox,182.88,187.96,35,27,,,,
1122,Terry Etim,Justin Buchholz,Red,FALSE,1,13.5,20,356.5,Orthodox,182.88,185.42,2,26.8,23,659.6,Orthodox,185.42,185.42,25,23,,,,
1121,Dennis Siver,Dale Hartt,Red,FALSE,1,4.5,5.5,266.5,Orthodox,177.8,175.26,1,18.8,18.8,453.2,Orthodox,167.64,177.8,30,30,,,,
1120,Paul Taylor,Peter Sobotta,Red,FALSE,0,,,,Southpaw,182.88,190.5,-1,53.4,55.4,718.2,Orthodox,182.88,182.88,22,29,,,,
1119,Paul Kelly,Rolando Delgado,Red,FALSE,1,15,1,438,Orthodox,190.5,195.58,1,48,35.33333333,745.3333333,Orthodox,175.26,177.8,27,24,,,,
1118,Stefan Struve,Denis Stojnic,Red,FALSE,-1,7,88,454,Orthodox,182.88,,-1,0,12,54,Orthodox,210.82,213.36,29,21,,,,
1117,John Hathaway,Rick Story,Red,FALSE,0,,,,Southpaw,175.26,180.34,1,18,0,276,Orthodox,185.42,190.5,24,21,,,,
1116,Lyoto Machida,Rashad Evans,Red,TRUE,3,25.55555556,23.55555556,720.5555556,Orthodox,182.88,190.5,6,47.5,9.666666667,743.1666667,Southpaw,185.42,187.96,29,30,,,,
1115,Matt Hughes,Matt Serra,Red,FALSE,-1,16.63636364,22.81818182,741.7272727,Orthodox,167.64,172.72,-2,20.4,9.75,554.85,Switch,175.26,185.42,34,35,,,,
1114,Drew McFedries,Xavier Foupa-Pokam,Red,FALSE,-1,23,31,900,Open Stance,185.42,,-2,11.85714286,9.285714286,123.4285714,Southpaw,182.88,182.88,26,30,,,,
1113,Chael Sonnen,Dan Miller,Red,FALSE,3,11,5.666666667,350,Orthodox,185.42,187.96,-2,12.75,6.75,453.5,Southpaw,185.42,187.96,27,32,,,,
1112,Frankie Edgar,Sean Sherk,Red,FALSE,1,35,39.6,941.6,Orthodox,167.64,170.18,1,44.6,17.4,779,Orthodox,167.64,172.72,35,27,,,,
1111,Brock Larson,Mike Pyle,Red,FALSE,0,,,,Orthodox,182.88,187.96,2,16.33333333,13.66666667,640.3333333,Southpaw,180.34,180.34,33,31,,,,
1110,Tim Hague,Pat Barry,Red,FALSE,1,6,0,156,Orthodox,180.34,187.96,0,,,,Orthodox,193.04,193.04,29,26,,,,
1109,Kyle Bradley,Phillipe Nover,Red,FALSE,-1,20,27,900,Orthodox,175.26,182.88,-2,9,17.5,213.5,Orthodox,175.26,180.34,25,26,,,,
1108,Krzysztof Soszynski,Andre Gusmao,Red,FALSE,-1,34,42,900,Orthodox,182.88,,2,11,7.5,370,Open Stance,185.42,195.58,32,31,,,,
1107,Yoshiyuki Yoshida,Brandon Wolff,Red,FALSE,-1,0,42,109,Orthodox,175.26,,-1,3.5,3.5,95.5,Southpaw,180.34,177.8,33,35,,,,
1106,George Roop,David Kaplan,Red,FALSE,-1,12,31,392,Orthodox,170.18,,-1,21,10,900,Orthodox,185.42,182.88,29,27,,,,
1105,Anderson Silva,Thales Leites,Red,TRUE,5,21.83333333,25.66666667,539.1666667,Orthodox,185.42,198.12,8,24.375,10,326,Southpaw,187.96,195.58,27,34,,,,
1104,Sam Stout,Matt Wiman,Red,FALSE,-1,22.33333333,23,487.5,Orthodox,177.8,172.72,-2,45.66666667,45.83333333,767.6666667,Orthodox,175.26,177.8,25,24,,,,
1103,Mauricio Rua,Chuck Liddell,Red,FALSE,-1,27.9047619,18.38095238,557.4285714,Orthodox,187.96,193.04,1,44.5,48.5,880.5,Orthodox,185.42,193.04,39,27,,,,
1102,Krzysztof Soszynski,Brian Stann,Red,FALSE,0,,,,Orthodox,185.42,187.96,1,19,7,507,Open Stance,185.42,195.58,28,31,,,,
1101,Cheick Kongo,Antoni Hardonk,Red,FALSE,3,22.66666667,12.5,362.1666667,Orthodox,193.04,198.12,2,36,14.125,574.5,Orthodox,193.04,208.28,33,33,,,,
1100,Luiz Cane,Steve Cantwell,Red,FALSE,1,15,13,244,Orthodox,187.96,190.5,2,21.66666667,13.66666667,264.3333333,Southpaw,187.96,195.58,22,27,,,,
1099,Denis Kang,Xavier Foupa-Pokam,Red,FALSE,0,,,,Open Stance,185.42,,-1,26,9,576,Orthodox,180.34,195.58,26,31,,,,
1098,Nate Quarry,Jason MacDonald,Red,FALSE,-1,13.44444444,19.66666667,482.2222222,Orthodox,190.5,203.2,-1,30,14,318.1428571,Open Stance,182.88,182.88,33,37,,,,
1097,Ed Herman,David Loiseau,Red,FALSE,-2,22.57142857,38.14285714,688.5714286,Orthodox,182.88,193.04,-2,23.57142857,16.57142857,524.5714286,Orthodox,185.42,195.58,29,28,,,,
