fight_id,r_fighter,r_current_streak,r_avg_sig_str_landed,r_avg_opp_sig_str_landed,r_total_time_fought_seconds,r_stance,r_height_cms,r_reach_cms,r_age,r_record,r_takedown_diff,b_fighter,b_current_streak,b_avg_sig_str_landed,b_avg_opp_sig_str_landed,b_total_time_fought_seconds,b_stance,b_height_cms,b_reach_cms,b_age,b_record,b_takedown_diff,winner,title_bout
2550,Walt Harris,-1,18,33,900,Southpaw,195.58,195.58,30,,,Nikita Krylov,-1,45,29,694,Orthodox,190.5,195.58,21,,,Blue,f
2624,Carlos Condit,1,55.22222222,37.11111111,888,Orthodox,187.96,190.5,29,,,Tyron Woodley,1,32.33333333,29,404.6666667,Orthodox,175.26,187.96,31,,,Blue,f
2623,Diego Sanchez,-1,36.57894737,38.57894737,783,Southpaw,177.8,182.88,32,,,Myles Jury,4,23.75,10.75,601.25,Orthodox,177.8,185.42,25,,,Blue,f
2622,Jake Shields,2,49.28571429,38.14285714,950.4285714,Orthodox,182.88,182.88,35,,,Hector Lombard,1,26.25,25.25,531.5,Southpaw,175.26,180.34,36,,,Blue,f
2621,Ovince Saint Preux,2,26.5,19,380,Southpaw,190.5,203.2,30,,,Nikita Krylov,1,28,15,359.5,Orthodox,190.5,195.58,22,,,Red,f
2620,Kelvin Gastelum,2,22.5,25.5,523,Southpaw,175.26,180.34,22,,,Rick Story,1,42.07142857,22.5,719.9285714,Southpaw,175.26,180.34,29,,,Red,f
2619,Raquel Pennington,1,80,42,900,Orthodox,170.18,170.18,25,,,Jessica Andrade,1,108,69,718.5,Orthodox,154.94,157.48,22,,,Blue,f
2618,Dennis Bermudez,5,53.16666667,38.66666667,695.6666667,Orthodox,167.64,167.64,27,,,Jimy Hettes,1,43.75,38.75,682.25,Southpaw,175.26,180.34,26,,,Red,f
2617,Sean Spencer,2,72,64.66666667,844.3333333,,177.8,190.5,26,,,Alex Garcia,1,9,1,43,Orthodox,175.26,182.88,26,,,Blue,f
2616,Renee Forte,-1,26.66666667,16.33333333,603.6666667,Orthodox,170.18,180.34,26,,,Francisco Trevino,0,,,,Orthodox,175.26,177.8,32,,,Blue,f
2615,Will Campuzano,-3,39.66666667,55.33333333,891,Orthodox,175.26,177.8,27,,,Justin Scoggins,1,27,2,283,Southpaw,170.18,167.64,21,,,Blue,f
2614,Bubba McDaniel,-1,24.5,22,834.5,Southpaw,190.5,190.5,30,,,Sean Strickland,0,,,,Orthodox,185.42,193.04,23,,,Blue,f
2613,Daniel Pineda,-1,21.66666667,17.16666667,364.6666667,Orthodox,170.18,175.26,28,,,Rob Whiteford,-1,15,5,437,Southpaw,175.26,175.26,30,,,Blue,f
2612,Alexander Gustafsson,-1,38.11111111,29.77777778,556.7777778,Orthodox,195.58,200.66,27,,,Jimi Manuwa,3,39.66666667,24.33333333,493.6666667,Orthodox,185.42,200.66,34,,,Red,f
2611,Michael Johnson,2,37.7,29.6,641.3,Southpaw,177.8,185.42,27,,,Melvin Guillard,-1,20.28571429,10.42857143,375.1428571,Orthodox,175.26,172.72,30,,,Red,f
2610,Brad Pickett,-1,35.33333333,49.66666667,556.1666667,Orthodox,167.64,172.72,35,,,Neil Seery,0,,,,Orthodox,162.56,162.56,34,,,Red,f
2609,Gunnar Nelson,2,25.5,22,557,Switch,180.34,182.88,25,,,Omari Akhmedov,1,14,18,211,Orthodox,182.88,185.42,26,,,Red,f
2608,Cyrille Diabate,-1,36.28571429,14,475.2857143,Southpaw,198.12,205.74,40,,,Ilir Latifi,-1,18,80,900,Orthodox,177.8,185.42,30,,,Blue,f
2607,Luke Barnatt,2,76,60.5,666,Orthodox,198.12,195.58,25,,,Mats Nilsson,0,,,,Orthodox,185.42,187.96,30,,,Red,f
2606,Bradley Scott,1,34.5,45,578.5,,185.42,193.04,24,,,Claudio Silva,0,,,,Southpaw,180.34,180.34,31,,,Blue,f
2605,Igor Araujo,1,21,18,900,Orthodox,185.42,195.58,33,,,Danny Mitchell,0,,,,Orthodox,187.96,187.96,27,,,Red,f
2604,Phil Harris,-1,19,24.33333333,529.6666667,Orthodox,162.56,162.56,30,,,Louis Gaudinot,-1,33,98,737.3333333,Orthodox,160.02,160.02,29,,,Draw,f
2603,Dong Hyun Kim,3,25.33333333,18.16666667,710.9166667,Southpaw,187.96,193.04,32,,,John Hathaway,3,47.875,23.75,822,Orthodox,185.42,190.5,26,,,Red,f
2602,Sai Wang,0,,,,Southpaw,182.88,182.88,28,,,Zhang Lipeng,0,,,,Southpaw,180.34,180.34,23,,,Blue,t
2601,Matt Mitrione,-1,26.11111111,18.66666667,429.3333333,Switch,190.5,200.66,35,,,Shawn Jordan,-1,26.6,20.4,422.6,Southpaw,182.88,190.5,29,,,Red,f
2600,Hatsu Hioki,-3,36,34.2,900,Orthodox,180.34,177.8,30,,,Ivan Menjivar,-2,22.5,22.625,544.125,Orthodox,167.64,162.56,31,,,Red,f
2599,Kazuki Tokudome,-1,38,50.5,900,Southpaw,180.34,185.42,26,,,Yui Chul Nam,0,,,,Orthodox,175.26,175.26,32,,,Blue,f
2598,Nam Phan,-2,83.28571429,104,900,Orthodox,167.64,177.8,30,,,Vaughan Lee,-1,17,19.4,526.6,Orthodox,167.64,167.64,31,,,Blue,f
2597,Albert Cheng,0,,,,Orthodox,180.34,,29,,,An Ying Wang,0,,,,Orthodox,182.88,,22,,,Blue,f
2596,Jumabieke Tuerxun,0,,,,Orthodox,170.18,170.18,27,,,Mark Eddiva,0,,,,Orthodox,172.72,172.72,28,,,Blue,f
2595,Ronda Rousey,2,23.5,14,473.5,Orthodox,170.18,172.72,27,,,Sara McMann,1,8,7,246,Orthodox,167.64,167.64,33,,,Red,t
2594,Daniel Cormier,2,66.5,20.5,900,Orthodox,180.34,182.88,34,,,Patrick Cummins,0,,,,Orthodox,187.96,193.04,33,,,Red,f
2593,Rory MacDonald,-1,43.625,25,679.25,Orthodox,182.88,193.04,24,,,Demian Maia,-1,18.64705882,18.70588235,657.5882353,Southpaw,185.42,182.88,36,,,Red,f
2592,Mike Pyle,-1,18.58333333,22.16666667,465.25,Orthodox,182.88,187.96,38,,,TJ Waldburger,-1,11.71428571,12.28571429,389.4285714,Orthodox,180.34,190.5,25,,,Red,f
2591,Robert Whittaker,-1,61.33333333,58.66666667,813.6666667,Orthodox,182.88,185.42,23,,,Stephen Thompson,2,44.25,29.25,610,Orthodox,182.88,190.5,31,,,Blue,f
2590,Alexis Davis,2,47,38.5,900,Orthodox,167.64,172.72,29,,,Jessica Eye,-1,65,87,900,Orthodox,167.64,167.64,27,,,Red,f
2589,Raphael Assuncao,5,34.5,18.33333333,598,Orthodox,165.1,167.64,31,,,Pedro Munhoz,0,,,,Orthodox,167.64,165.1,27,,,Red,f
2588,Cody Gibson,0,,,,Orthodox,177.8,180.34,26,,,Aljamain Sterling,0,,,,Orthodox,170.18,180.34,24,,,Blue,f
2587,Zach Makovsky,1,26,31,900,Southpaw,162.56,162.56,30,,,Joshua Sampo,1,28,18,571,Orthodox,162.56,162.56,29,,,Red,f
2586,Rafaello Oliveira,-1,26.28571429,38,710.8571429,Orthodox,172.72,180.34,32,,,Erik Koch,-2,22.5,29.5,601,Southpaw,177.8,180.34,25,,,Blue,f
2585,Ernest Chavez,0,,,,Orthodox,172.72,177.8,30,,,Yosdenis Cedeno,0,,,,Orthodox,172.72,175.26,29,,,Red,f
2584,Lyoto Machida,1,31.125,15.75,682.75,Southpaw,185.42,187.96,35,,,Gegard Mousasi,1,80,18,900,Orthodox,187.96,193.04,28,,,Red,f
2583,Jacare Souza,2,18,2.5,192,Orthodox,185.42,182.88,34,,,Francis Carmont,6,26.33333333,15.83333333,733.5,Orthodox,190.5,198.12,32,,,Red,f
2582,Erick Silva,-1,11.5,16.66666667,299,Orthodox,182.88,187.96,29,,,Takenori Sato,0,,,,Southpaw,177.8,180.34,28,,,Red,f
2581,Viscardi Andrade,1,12,0,96,Orthodox,180.34,190.5,29,,,Nico Musoke,1,12,20,187,Orthodox,182.88,190.5,27,,,Blue,f
2580,Charles Oliveira,-2,19.55555556,19.66666667,346.5555556,Orthodox,177.8,187.96,24,,,Andy Ogle,-1,32.66666667,24.33333333,900,Orthodox,172.72,175.26,24,,,Red,f
2579,Cristiano Marcello,-1,48,47.66666667,757.6666667,Orthodox,175.26,182.88,36,,,Joe Proctor,-1,15.5,31,509.5,Orthodox,177.8,182.88,28,,,Blue,f
2578,Rodrigo Damm,1,45.66666667,52.66666667,644,Orthodox,170.18,180.34,34,,,Ivan Jorge,1,69,42,900,Orthodox,175.26,185.42,33,,,Red,f
2577,Francisco Trinaldo,-1,21,17.8,457.8,Southpaw,175.26,177.8,35,,,Jesse Ronson,-1,38,19,900,Southpaw,177.8,182.88,28,,,Red,f
2576,Iuri Alcantara,-1,24.66666667,22,647,Southpaw,175.26,180.34,33,,,Wilson Reis,1,33,29,900,Southpaw,162.56,165.1,29,,,Red,f
2575,Felipe Arantes,-1,36.4,29,762.4,Orthodox,172.72,185.42,26,,,Maximo Blanco,-1,25,17,608.3333333,Orthodox,172.72,180.34,30,,,Red,f
2574,Ildemar Alcantara,-1,25,33,753,Orthodox,187.96,198.12,31,,,Albert Tumenov,0,,,,Orthodox,180.34,185.42,22,,,Red,f
2573,Douglas Silva de Andrade,0,,,,Orthodox,170.18,172.72,28,,,Zubaira Tukhugov,0,,,,Orthodox,172.72,172.72,23,,,Blue,f
2572,Renan Barao,6,56,34.83333333,836.8333333,Orthodox,167.64,177.8,27,,,Urijah Faber,4,48.5,36.5,882.375,Orthodox,167.64,170.18,34,,,Red,t
2571,Jose Aldo,5,52.8,40.2,1163.8,Orthodox,170.18,177.8,27,,,Ricardo Lamas,4,23.25,13.5,517.25,Orthodox,172.72,180.34,31,,,Red,t
2570,Frank Mir,-3,12.95454545,21.77272727,326.6363636,Southpaw,190.5,200.66,34,,,Alistair Overeem,-2,37,13.66666667,339.6666667,Orthodox,193.04,203.2,33,,,Blue,f
2569,John Lineker,4,52.4,33.4,479,Orthodox,160.02,170.18,23,,,Ali Bagautinov,2,40.5,37.5,854,Orthodox,162.56,165.1,28,,,Blue,f
2568,Jamie Varner,-1,32.66666667,26.66666667,612,Orthodox,172.72,182.88,29,,,Abel Trujillo,1,40.25,21,607,Orthodox,172.72,177.8,30,,,Blue,f
2567,John Makdessi,3,50.42857143,36.85714286,655.1428571,Orthodox,172.72,172.72,28,,,Alan Patrick,1,16,7,234,Southpaw,180.34,187.96,30,,,Blue,f
2566,Chris Cariaso,1,48.625,30.25,830.25,Southpaw,160.02,160.02,32,,,Danny Martinez,0,,,,Orthodox,167.64,170.18,28,,,Red,f
2565,Nick Catone,-2,23.57142857,23.71428571,667.8571429,Southpaw,182.88,182.88,32,,,Tom Watson,-1,51.33333333,57.66666667,794,Orthodox,185.42,185.42,31,,,Red,f
2564,Al Iaquinta,2,57.66666667,40,655.6666667,Orthodox,177.8,177.8,26,,,Kevin Lee,0,,,,Orthodox,175.26,195.58,21,,,Red,f
2563,Clint Hester,2,46.5,17,716.5,Orthodox,187.96,195.58,27,,,Andy Enz,0,,,,Orthodox,190.5,198.12,22,,,Red,f
2562,Anthony Rocco Martin,0,,,,Orthodox,182.88,185.42,24,,,Rashid Magomedov,0,,,,Orthodox,175.26,177.8,29,,,Blue,f
2561,Neil Magny,-2,34.33333333,19.33333333,664.3333333,Orthodox,190.5,203.2,26,,,Gasan Umalatov,0,,,,Orthodox,180.34,180.34,31,,,Red,f
2560,Benson Henderson,-1,64.375,31.5,1122.625,Southpaw,175.26,177.8,30,,,Josh Thomson,1,25,14.75,465.25,Orthodox,177.8,180.34,35,,,Red,f
2559,Stipe Miocic,1,52.4,34.2,573.4,Orthodox,193.04,203.2,31,,,Gabriel Gonzaga,2,12.58823529,14.29411765,308.1176471,Orthodox,187.96,193.04,34,,,Red,f
2558,Donald Cerrone,1,45.72727273,46.09090909,555.5454545,Orthodox,185.42,185.42,30,,,Adriano Martins,1,16,8,469,Southpaw,177.8,182.88,31,,,Red,f
2557,Darren Elkins,1,27.66666667,17.33333333,537.6666667,Orthodox,177.8,180.34,29,,,Jeremy Stephens,2,30.29411765,26.58823529,675.3529412,Orthodox,172.72,180.34,27,,,Blue,f
2556,Alex Caceres,1,47.625,21,697.125,Southpaw,177.8,185.42,25,,,Sergio Pettis,1,81,41,900,Orthodox,167.64,175.26,20,,,Red,f
2555,Eddie Wineland,-1,39.4,51.6,717,Orthodox,170.18,175.26,29,,,Yves Jabouin,1,30.33333333,25.5,681.8333333,Orthodox,170.18,172.72,34,,,Red,f
2554,Chico Camus,1,27.66666667,18.66666667,836.6666667,Orthodox,167.64,167.64,28,,,Yaotzin Meza,1,3,7,292,Orthodox,175.26,187.96,32,,,Draw,f
2553,Junior Hernandez,-1,4,10,70,Orthodox,175.26,175.26,27,,,Hugo Viana,-1,32.66666667,27,469,Orthodox,167.64,170.18,31,,,Blue,f
2552,Daron Cruickshank,-1,34.4,37.4,729.2,Switch,172.72,182.88,28,,,Mike Rio,-2,13,13.66666667,383.6666667,Orthodox,177.8,180.34,32,,,Red,f
2551,George Sullivan,0,,,,Orthodox,182.88,185.42,32,,,Mike Rhodes,0,,,,Orthodox,185.42,187.96,24,,,Red,f
2549,Luke Rockhold,-1,6,9,152,Southpaw,190.5,195.58,29,,,Costas Philippou,-1,30.85714286,31.57142857,774.5714286,Orthodox,180.34,185.42,34,,,Red,f
2548,Lorenz Larkin,1,39,38,900,Orthodox,180.34,182.88,27,,,Brad Tavares,4,45.85714286,36.57142857,808.5714286,Orthodox,185.42,187.96,26,,,Blue,f
2547,TJ Dillashaw,-1,28.33333333,13.33333333,442.5,Orthodox,167.64,170.18,27,,,Mike Easton,-2,52.6,50,838.4,Southpaw,167.64,177.8,29,,,Red,f
2546,Yoel Romero,2,31,10.5,395.5,Southpaw,182.88,185.42,36,,,Derek Brunson,2,21,20,474,Southpaw,185.42,195.58,30,,,Red,f
2545,John Moraga,-1,30.66666667,40.66666667,773.3333333,Orthodox,167.64,167.64,29,,,Dustin Ortiz,1,55,43,799,Orthodox,165.1,165.1,25,,,Red,f
2544,Cole Miller,1,30.26666667,35.53333333,572.7333333,Orthodox,185.42,187.96,29,,,Sam Sicilia,1,27.25,35,507.75,Orthodox,172.72,170.18,27,,,Red,f
2543,Ramsey Nijem,-2,21.83333333,9.666666667,433.8333333,Orthodox,180.34,190.5,25,,,Justin Edwards,-1,23.8,28.6,565.6,Orthodox,177.8,177.8,30,,,Red,f
2542,Isaac Vallie-Flagg,1,76,58,900,Orthodox,172.72,172.72,35,,,Elias Silverio,1,49,11,900,Orthodox,180.34,185.42,27,,,Blue,f
2541,Trevor Smith,-1,87,73,900,Orthodox,190.5,190.5,33,,,Brian Houston,-1,0,1,48,Orthodox,187.96,198.12,32,,,Red,f
2540,Alptekin Ozkilic,1,27,33,900,Orthodox,165.1,165.1,27,,,Louis Smolka,0,,,,Orthodox,175.26,172.72,22,,,Blue,f
2539,Vinc Pichel,-1,0,13,135,Orthodox,177.8,182.88,31,,,Garett Whiteley,-1,7,16,234,Orthodox,182.88,182.88,33,,,Red,f
2538,Charlie Brenneman,-2,13.375,12.875,553.375,Orthodox,177.8,182.88,32,,,Beneil Dariush,0,,,,Southpaw,177.8,182.88,24,,,Blue,f
2537,Tarec Saffiedine,0,,,,Switch,177.8,177.8,27,,,Hyun Gyu Lim,2,44,34,389,Orthodox,190.5,195.58,28,,,Red,f
2536,Tatsuya Kawajiri,0,,,,Orthodox,170.18,175.26,35,,,Sean Soriano,0,,,,Orthodox,175.26,177.8,24,,,Red,f
2535,Kiichi Kunimoto,0,,,,Orthodox,177.8,180.34,32,,,Luiz Dutra,0,,,,Orthodox,180.34,180.34,31,,,Red,f
2534,Kyung Ho Kang,-2,17,29,900,Orthodox,175.26,185.42,26,,,Shunichi Shimizu,0,,,,Orthodox,165.1,167.64,28,,,Red,f
2533,Max Holloway,-2,62.66666667,47.5,732,Orthodox,180.34,175.26,22,,,Will Chope,0,,,,Switch,193.04,193.04,23,,,Red,f
2532,Katsunori Kikuno,0,,,,Orthodox,172.72,167.64,32,,,Quinn Mulhern,-1,9,20,185,Orthodox,190.5,193.04,29,,,Red,f
2531,Royston Wee,0,,,,Orthodox,170.18,170.18,27,,,Dave Galera,0,,,,Orthodox,180.34,,35,,,Red,f
2530,Mairbek Taisumov,0,,,,Orthodox,175.26,185.42,25,,,Tae Hyun Bang,0,,,,Switch,175.26,180.34,30,,,Red,f
2529,Dustin Kimura,-1,15.5,25,477.5,Orthodox,170.18,180.34,24,,,Jon Delos Reyes,0,,,,Orthodox,167.64,170.18,26,,,Red,f
2528,Leandro Issa,0,,,,Orthodox,170.18,175.26,30,,,Russell Doane,0,,,,Orthodox,170.18,177.8,27,,,Blue,f
2527,Chris Weidman,6,26.16666667,16.5,499.3333333,Orthodox,187.96,198.12,29,,,Anderson Silva,-1,28.76470588,15.52941176,523.7058824,Southpaw,187.96,195.58,38,,,Red,t
2526,Ronda Rousey,1,7,4,289,Orthodox,170.18,172.72,26,,,Miesha Tate,-1,23,35,775,Orthodox,167.64,165.1,27,,,Red,t
2525,Josh Barnett,4,25.5,12.5,442,Orthodox,190.5,198.12,36,,,Travis Browne,2,17.25,19.125,374.75,Orthodox,198.12,200.66,31,,,Blue,f
2524,Jim Miller,-1,28.73333333,25.2,668.4666667,Southpaw,172.72,180.34,30,,,Fabricio Camoes,-1,13.5,22,650.75,Orthodox,177.8,185.42,35,,,Red,f
2523,Dustin Poirier,1,48.125,36,677.125,Southpaw,175.26,182.88,24,,,Diego Brandao,3,25.2,33,639.6,Orthodox,170.18,172.72,26,,,Red,f
2522,Chris Leben,-3,26.71428571,26.04761905,554.047619,Southpaw,180.34,187.96,33,,,Uriah Hall,-2,42.5,32,900,Orthodox,182.88,200.66,29,,,Blue,f
2521,Gleison Tibau,2,22.1,25.65,711.3,Southpaw,177.8,180.34,30,,,Michael Johnson,1,39.44444444,31.55555556,669,Southpaw,177.8,185.42,27,,,Blue,f
2520,Dennis Siver,-1,39.0625,26.1875,590.3125,Orthodox,167.64,177.8,34,,,Manvel Gamburyan,2,19.33333333,24.22222222,558.2222222,Orthodox,165.1,170.18,32,,,Draw,f
2519,John Howard,1,20.875,32.625,782.125,Orthodox,170.18,180.34,30,,,Siyar Bahadurzada,-1,4,11.5,471,Orthodox,180.34,185.42,29,,,Red,f
2518,William Patolino,-1,35,22,583,Orthodox,180.34,190.5,22,,,Bobby Voelker,-2,46.5,50,612,Orthodox,182.88,190.5,34,,,Red,f
2517,Robert Peralta,-1,48.25,37.75,634.25,Orthodox,172.72,180.34,27,,,Estevan Payan,-1,25,49,900,Orthodox,177.8,182.88,31,,,Red,f
2516,Demetrious Johnson,4,68.75,42.125,1190.375,Orthodox,160.02,167.64,27,,,Joseph Benavidez,3,44.28571429,30.14285714,755.4285714,Southpaw,162.56,165.1,29,,,Red,t
2515,Urijah Faber,3,51.28571429,40.42857143,936.7142857,Orthodox,167.64,170.18,34,,,Michael McDonald,1,31.33333333,26,619,Orthodox,175.26,177.8,22,,,Red,f
2514,Chad Mendes,4,23,9.428571429,420.4285714,Orthodox,167.64,167.64,28,,,Nik Lentz,3,40.5,34.41666667,764.75,Orthodox,172.72,172.72,29,,,Red,f
2513,Joe Lauzon,-2,15.73333333,33,422,Orthodox,177.8,180.34,29,,,Mac Danzig,-2,36.66666667,36.16666667,629.25,Orthodox,172.72,177.8,33,,,Red,f
2512,Court McGee,2,80.57142857,49.14285714,814.5714286,Orthodox,180.34,190.5,29,,,Ryan LaFlare,2,56,17,900,Southpaw,185.42,187.96,30,,,Blue,f
2511,Danny Castillo,2,33,19.125,757.25,Orthodox,175.26,180.34,34,,,Edson Barboza,2,39.57142857,31.57142857,559,Orthodox,180.34,190.5,27,,,Blue,f
2510,Bobby Green,2,37,14,547.5,Orthodox,177.8,180.34,27,,,Pat Healy,-3,36.66666667,30.66666667,633,Orthodox,182.88,187.96,30,,,Red,f
2509,Scott Jorgensen,-1,43.83333333,53.66666667,664.3333333,Orthodox,165.1,167.64,31,,,Zach Makovsky,0,,,,Southpaw,162.56,162.56,30,,,Blue,f
2508,Sam Stout,-1,56.9375,56.125,807.8125,Orthodox,175.26,177.8,29,,,Cody McKenzie,1,10.5,13.5,390.1666667,Switch,182.88,182.88,25,,,Red,f
2507,Abel Trujillo,-2,39.33333333,25,677.6666667,Orthodox,172.72,177.8,30,,,Roger Bowling,-2,35,38,534.5,Orthodox,175.26,172.72,31,,,Red,f
2506,Darren Uyenoyama,-1,11,27.33333333,669.3333333,Orthodox,167.64,162.56,34,,,Alptekin Ozkilic,0,,,,Orthodox,165.1,165.1,27,,,Blue,f
2505,Mark Hunt,-1,24.83333333,21.83333333,509.5,Orthodox,177.8,182.88,39,,,Antonio Silva,-1,9.5,26.25,282.25,Orthodox,193.04,203.2,34,,,Draw,f
2504,Mauricio Rua,-2,40,40.72727273,768.1818182,Orthodox,185.42,193.04,32,,,James Te Huna,-1,33.42857143,21.14285714,458,Orthodox,187.96,190.5,32,,,Red,f
2503,Ryan Bader,-1,21.08333333,13.25,486.5,Orthodox,187.96,187.96,30,,,Anthony Perosh,1,15.25,17.625,329.5,Orthodox,190.5,190.5,41,,,Red,f
2502,Pat Barry,-1,17,21.18181818,365.4545455,Orthodox,180.34,187.96,34,,,Soa Palelei,1,25,48.5,749,Orthodox,193.04,205.74,36,,,Blue,f
2501,Dylan Andrews,2,20,13,447,Switch,185.42,185.42,34,,,Clint Hester,1,66,21,833,Orthodox,187.96,195.58,27,,,Blue,f
2500,Julie Kedzie,-1,28,50,900,Orthodox,165.1,162.56,32,,,Bethe Correia,0,,,,Orthodox,165.1,162.56,30,,,Blue,f
2499,Takeya Mizugaki,3,46.28571429,35.71428571,852.8571429,Orthodox,170.18,172.72,29,,,Nam Phan,-1,80.5,96,900,Orthodox,167.64,177.8,30,,,Red,f
2498,Nick Ring,-1,56.4,55.2,882.6,Southpaw,182.88,187.96,34,,,Caio Magalhaes,1,21.5,32.5,684.5,Orthodox,185.42,185.42,25,,,Blue,f
2497,Richie Vaculik,0,,,,Orthodox,167.64,175.26,30,,,Justin Scoggins,0,,,,Southpaw,170.18,167.64,21,,,Blue,f
2496,Bruno Santos,0,,,,Orthodox,175.26,175.26,26,,,Krzysztof Jotko,0,,,,Southpaw,185.42,195.58,24,,,Blue,f
2495,Ben Wall,0,,,,Orthodox,177.8,185.42,24,,,Alex Garcia,0,,,,Orthodox,175.26,182.88,26,,,Blue,f
2494,Gray Maynard,-1,29.30769231,32.92307692,839.1538462,Orthodox,175.26,177.8,34,,,Nate Diaz,-2,42.66666667,33.33333333,658.7222222,Southpaw,182.88,193.04,28,,,Blue,f
2493,Julianna Pena,0,,,,,167.64,175.26,24,,,Jessica Rakoczy,0,,,,Orthodox,170.18,172.72,36,,,Red,t
2492,Chris Holdsworth,0,,,,,180.34,180.34,26,,,Davey Grant,0,,,,,172.72,175.26,27,,,Red,t
2491,Jessamyn Duke,0,,,,,180.34,185.42,27,,,Peggy Morgan,0,,,,,185.42,177.8,33,,,Red,f
2490,Roxanne Modafferi,0,,,,,170.18,175.26,31,,,Raquel Pennington,0,,,,Orthodox,170.18,170.18,25,,,Blue,f
2489,Akira Corassani,2,46.5,59.5,900,Orthodox,172.72,172.72,31,,,Maximo Blanco,1,35,25,900,Orthodox,172.72,180.34,30,,,Red,f
2488,Rani Yahya,3,17,13,759,Orthodox,167.64,170.18,29,,,Tom Niinimaki,0,,,,Orthodox,175.26,175.26,31,,,Blue,f
2487,Jared Rosholt,0,,,,Orthodox,187.96,190.5,27,,,Walt Harris,0,,,,Southpaw,195.58,195.58,30,,,Red,f
2486,Sean Spencer,1,55.5,66.5,816.5,,177.8,190.5,26,,,Drew Dober,0,,,,Southpaw,172.72,177.8,25,,,Red,f
2485,Joshua Sampo,0,,,,Orthodox,162.56,162.56,29,,,Ryan Benoit,0,,,,Orthodox,165.1,172.72,24,,,Red,f
2484,Georges St-Pierre,11,57.65,19.2,909.6,Orthodox,180.34,193.04,32,,,Johny Hendricks,6,28.36363636,24,538.3636364,Southpaw,175.26,175.26,30,,,Red,t
2483,Rashad Evans,1,28.88235294,31.11764706,835.8823529,Orthodox,182.88,190.5,34,,,Chael Sonnen,1,31.30769231,12.92307692,639.2307692,Southpaw,185.42,187.96,36,,,Red,f
2482,Rory MacDonald,5,44.57142857,22.28571429,647.7142857,Orthodox,182.88,193.04,24,,,Robbie Lawler,2,22,18.77777778,417.5555556,Southpaw,180.34,187.96,31,,,Blue,f
2481,Josh Koscheck,-2,18.72727273,21.63636364,601.6818182,Orthodox,177.8,185.42,35,,,Tyron Woodley,-1,37.5,41,468,Orthodox,175.26,187.96,31,,,Blue,f
2480,Tim Elliott,2,77,48,900,Southpaw,170.18,167.64,26,,,Ali Bagautinov,1,38,27,808,Orthodox,162.56,165.1,28,,,Blue,f
2479,Donald Cerrone,-1,47.1,48.3,558.2,Orthodox,185.42,185.42,30,,,Evan Dunham,-1,61.54545455,44,720.9090909,Southpaw,177.8,177.8,31,,,Red,f
2478,Ed Herman,1,27,21.85714286,528.2142857,Orthodox,185.42,195.58,33,,,Thales Leites,1,23.77777778,33.88888889,726.1111111,Orthodox,185.42,198.12,32,,,Blue,f
2477,Brian Ebersole,-1,29.6,21.4,773.6,Southpaw,182.88,185.42,32,,,Rick Story,-1,39.84615385,21,706.0769231,Southpaw,175.26,180.34,29,,,Blue,f
2476,Erik Perez,-1,26,13.75,351.25,Orthodox,172.72,172.72,23,,,Edwin Figueroa,-2,35,36,722,Orthodox,170.18,175.26,29,,,Red,f
2475,Jason High,1,4.333333333,11,357.3333333,Southpaw,172.72,180.34,32,,,Anthony Lapsley,0,,,,Southpaw,175.26,180.34,33,,,Red,f
2474,Will Campuzano,-2,39,42.5,886.5,Orthodox,175.26,177.8,27,,,Sergio Pettis,0,,,,Orthodox,167.64,175.26,20,,,Blue,f
2473,Cody Donovan,-1,14.5,6.5,201,Orthodox,190.5,187.96,32,,,Gian Villante,-1,28,47,633,Orthodox,190.5,193.04,28,,,Blue,f
2472,Vitor Belfort,2,10.55555556,14.5,336.2222222,Southpaw,182.88,187.96,36,,,Dan Henderson,-2,38.3,42.7,949.2,Orthodox,180.34,187.96,43,,,Red,f
2471,Cezar Ferreira,2,22.5,19,473.5,Southpaw,185.42,198.12,28,,,Daniel Sarafian,1,23,33,520,Orthodox,175.26,185.42,31,,,Red,f
2470,Rafael Feijao,-1,24,37,269,Orthodox,185.42,185.42,33,,,Igor Pokrajac,-3,22.5,38.3,616.4,Orthodox,182.88,193.04,34,,,Red,f
2469,Paulo Thiago,1,17.1,19.6,696.5,Orthodox,180.34,185.42,32,,,Brandon Thatch,1,17,2,83,Switch,187.96,187.96,28,,,Blue,f
2468,Santiago Ponzinibbio,0,,,,Orthodox,182.88,185.42,27,,,Ryan LaFlare,1,37,9,900,Southpaw,185.42,187.96,30,,,Blue,f
2467,Rony Jason,3,29.66666667,25,513.3333333,Orthodox,170.18,177.8,29,,,Jeremy Stephens,1,32,28.1875,715.0625,Orthodox,172.72,180.34,27,,,Blue,f
2466,Godofredo Pepey,-1,24,26.66666667,670.6666667,Orthodox,170.18,185.42,26,,,Sam Sicilia,-2,32.66666667,45.66666667,643,Orthodox,172.72,170.18,27,,,Blue,f
2465,Thiago Perpetuo,1,68,33,641,Orthodox,177.8,180.34,25,,,Omari Akhmedov,0,,,,Orthodox,182.88,185.42,26,,,Blue,f
2464,Thiago Tavares,-1,20.07692308,25.15384615,645.1538462,Orthodox,170.18,172.72,29,,,Justin Salas,1,36.33333333,30,622,Southpaw,172.72,177.8,31,,,Red,f
